persona_id,data_base,nome_ficticio,tipo_registro,segmento_atual,segmento_alvo,status_oportunidade,estagio_funil_crm,temperatura_lead,score_potencial_principal_mock,probabilidade_migracao_12m_pct_mock,faixa_etaria,ciclo_vida,estado_civil_mock,dependentes_mock,cidade_uf,perfil_profissional,setor_atividade,porte_empresa_ou_carreira,fonte_renda_principal,estabilidade_renda,renda_mensal_estimada_mock,renda_familiar_mensal_mock,renda_variavel_anual_estimada_mock,despesas_mensais_estimadas_mock,capacidade_poupanca_mensal_mock,taxa_poupanca_pct_mock,reserva_emergencia_mock,meses_reserva_emergencia_mock,patrimonio_total_estimado_mock,patrimonio_investivel_estimado_mock,investimentos_bradesco_estimado_mock,concentracao_bradesco_pct_mock,aporte_previsto_12m_mock,principal_gatilho_oportunidade,perfil_investidor_mock,tolerancia_risco,horizonte_investimento,liquidez_necessaria,composicao_renda_fixa_pct,composicao_fundos_pct,composicao_renda_variavel_pct,composicao_previdencia_pct,composicao_exterior_pct,imoveis_estimado_mock,dividas_totais_estimadas_mock,parcelas_mensais_dividas_mock,comprometimento_renda_pct_mock,financiamento_imobiliario_interesse,credito_com_garantia_interesse,necessidade_capital_giro_pj,objetivo_curto_prazo,objetivo_medio_prazo,objetivo_longo_prazo,prioridade_planejamento,plano_90_dias,plano_12_meses,lacuna_planejamento,seguro_vida_status,seguro_residencial_status,seguro_auto_status,seguro_viagem_status,previdencia_privada_status,planejamento_sucessorio_status,gasto_mensal_cartao_estimado_mock,categoria_gasto_predominante,viagens_internacionais_ano_mock,interesse_sala_vip,interesse_pontos_milhas,interesse_isencao_anuidade,prioridade_cartao,cartao_atual_simulado,cartao_recomendado_ada,motivo_recomendacao_cartao,potencial_cartoes_adicionais,oportunidade_beneficios,cross_sell_prioritario_1,cross_sell_prioritario_2,cross_sell_prioritario_3,evento_proximo_contato,proximo_passo_sugerido,canal_preferido_mock,melhor_janela_contato,propensao_engajamento_digital,risco_churn_mock,objecao_esperada,argumento_consultivo,risco_privacidade,consentimento_marketing_mock,observacao_lgpd,observacao_crm,fonte_dado,segmentacao_psicologica_mock,estilo_decisao_mock,tendencia_renda_12m_pct_mock,tendencia_investimentos_12m_pct_mock,tendencia_gasto_cartao_12m_pct_mock,share_wallet_bradesco_mock,gap_open_finance_estimado_mock,open_finance_consentimento_mock,ativos_mapeados_open_finance_mock,prioridade_retencao_mock,propensao_credito_cartao_mock,elegibilidade_simulada_sem_decisao_credito,nps_mock,customer_effort_score_mock,historico_omnichannel_disponivel,data_ultima_interacao_mock,evento_vida_prioritario_mock,nba_status,observacao_modelagem
PRI-049,2026-06-18,Cliente Lara Duarte,Cliente Principal mock,Principal,Principal,Carteira Principal,Relacionamento ativo,Quente,86.5,,50-59,Planejamento sucessório inicial,Viúvo(a),4,Belo Horizonte/MG,Empresário(a) com empresa consolidada,Setor público,Carreira pública premium,Bônus e remuneração variável,Alta,97073,143573,1909254,96592,46981,0.3272,1338720,13.9,29696731,19035902,16909031,0.8883,212879,viagem internacional,Moderado,Alta,Curto prazo,Alta,54,25,27,17,14,11084893,6379312,17609,0.1226,Talvez em 12 meses,Sim,Média,contratar proteção patrimonial básica,organizar despesas familiares,renda passiva recorrente,Aumento de rentabilidade,"Realizar diagnóstico completo de carteira, cartão, proteção e objetivos.",Aumentar share de investimentos e estruturar carteira por objetivos.,Baixa organização por objetivos financeiros.,Possui adequado,Revisar cobertura,Possui básico,Não possui,Não possui,Não iniciado,45925,Viagens e turismo,4,Média,Alta,Média,segurança digital,Outro cartão premium,Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Concentrar gastos para pontos,Seguro de vida,Câmbio,Planejamento patrimonial,Mudança de renda,Agendar conversa com especialista/gerente,E-mail corporativo validado,Sábado pela manhã,Média,Alto por relacionamento pulverizado,Prefere manter investimentos pulverizados,"Trabalhar visão de relacionamento completo, não apenas produto isolado.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: viagem internacional.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Gastador planejado,Precisa de prova social e comparação,0.0901,0.076,0.0551,0.8883,2126871,Simulado: consentimento ativo,1470211,Alta,81,Média propensão simulada,2,3,Simulado: consolidado entre canais,2026-06-05,Saída de dependente da folha familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-050,2026-06-18,Cliente Úrsula Yamada,Cliente Principal mock,Principal,Principal,Carteira Principal,Relacionamento ativo,Quente,84.9,,60-69,Sucessão e legado,Viúvo(a),0,Santos/SP,Empresário(a) com empresa consolidada,Saúde,Empresa consolidada,Receita empresarial,Média,120154,156535,800484,95452,61083,0.3902,594172,6.2,12909892,6575463,915361,0.1392,511724,organização familiar,Arrojado,Média,Multihorizonte por objetivos,Baixa,37,31,3,21,23,6821384,647266,29570,0.1889,Sim,Sim,Não aplicável,organizar reserva de emergência,diversificar investimentos,sucessão patrimonial,Redução de custos,"Revisar concentração bancária, benefícios usados e potencial de relacionamento.",Aumentar share de investimentos e estruturar carteira por objetivos.,Pouca clareza sobre custo-benefício dos cartões premium.,Possui adequado,Não possui,Revisar cobertura,Possui adequado,Possui previdência robusta,Estrutura básica,47092,Assinaturas e serviços digitais,5,Alta,Alta,Média,benefícios internacionais,The Platinum Card®,The Platinum Card®,"Aderência por sofisticação, experiências premium, lifestyle e benefícios internacionais.",Médio,Revisar seguros vinculados ao cartão,Câmbio,Seguro auto,Planejamento patrimonial,Mudança de renda,"Apresentar benefícios de salas VIP, pontos e segurança",Videochamada,Após 18h,Alta,Baixo,Já possui cartão premium em outro banco,"Evidenciar economia de tempo, atendimento especializado e benefícios familiares.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em redução de custos. Gatilho comercial: organização familiar.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Empreendedor oportunista,Analítico e detalhista,0.0636,0.2042,0.1232,0.1392,5660102,Simulado: não consentiu,0,Alta,72,Média propensão simulada,6,2,Simulado: consolidado entre canais,2026-05-12,Compra de imóvel planejada,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-001,2026-06-18,Cliente Aurora Macedo,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Oferta consultiva,Quente,93.5,97,60-69,Sucessão e legado,Casado(a),0,Niterói/RJ,Produtor(a) rural em expansão,Mercado imobiliário,Empresa consolidada,Bônus e remuneração variável,Alta,32231,51071,810938,36257,14814,0.2901,323423,8.9,1198819,1005522,509019,0.5062,758818,mudança para cargo executivo,Conservador,Alta,Longo prazo,Baixa,51,23,2,20,8,479220,246230,9331,0.1827,Sim,Sim,Baixa,reforma residencial,preparar sucessão empresarial,internacionalização de patrimônio,Internacionalização,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Cartão atual pouco aderente ao padrão de uso e viagens.,Revisar cobertura,Possui adequado,Revisar cobertura,Possui adequado,Não possui,Em discussão,20698,Restaurantes e experiências,8,Alta,Alta,Média,segurança digital,Elo Nanquim,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Ativar benefícios digitais,Câmbio,Investimentos,Soluções PJ,Vencimento de aplicação,"Apresentar benefícios de salas VIP, pontos e segurança",Agência,Fim de tarde,Média,Alto por relacionamento pulverizado,Prefere manter investimentos pulverizados,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em internacionalização. Gatilho comercial: mudança para cargo executivo.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Conservador de legado,Sensível a custo-benefício,0.2282,0.3867,0.2693,0.5062,496503,Simulado: consentimento pendente,0,Alta,87,Alta propensão simulada,7,3,Simulado: consolidado entre canais,2026-05-28,Recebimento de bônus anual,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-002,2026-06-18,Cliente Nara Duarte,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Oferta consultiva,Quente,84.9,91,70+,Sucessão e legado,União estável,3,Campinas/SP,Servidor(a) público(a) de alta renda,Saúde,Executivo sênior,Honorários profissionais,Média,46310,72130,823764,50557,21573,0.2991,156039,3.1,2942933,1941029,752288,0.3876,266409,aumento de faturamento PJ nos últimos meses,Arrojado,Baixa,Multihorizonte por objetivos,Alta,69,25,23,0,7,1771885,261884,17690,0.2453,Não,Avaliar para oportunidade patrimonial,Alta,organizar reserva de emergência,organizar despesas familiares,renda passiva recorrente,Proteção familiar,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Proteção familiar e sucessória ainda incompleta.,Possui adequado,Não possui,Revisar cobertura,Não possui,Possui previdência básica,Não iniciado,7998,Moradia e utilidades,7,Alta,Baixa,Alta,benefícios internacionais,Visa Infinite,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Avaliar isenção por relacionamento,Seguro viagem,Cartão adicional,Crédito com garantia,Bônus anual,Simular aderência entre cartões Principal,Gerente Principal,Sábado pela manhã,Alta,Baixo,Quer confirmar regras antes de contratar,"Evidenciar economia de tempo, atendimento especializado e benefícios familiares.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em proteção familiar. Gatilho comercial: aumento de faturamento PJ nos últimos meses.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Gastador planejado,Sensível a custo-benefício,0.2194,0.3173,0.225,0.3876,1188741,Simulado: não consentiu,0,Média,86,Alta propensão simulada,7,3,Simulado: consolidado entre canais,2026-06-08,Nascimento de filho,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-003,2026-06-18,Cliente Helena Junqueira,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Nutrição consultiva,Quente,90.5,93,60-69,Sucessão e legado,Divorciado(a),4,Niterói/RJ,Empreendedor(a) digital,Agronegócio,Executivo sênior,Pró-labore e dividendos,Variável com tendência positiva,33842,50602,612419,25893,24709,0.4883,50262,1.9,2665788,1447176,916373,0.6332,1611735,nova empresa com fluxo forte,Arrojado,Alta,Curto prazo,Carteira separada por objetivos,65,22,19,25,5,2090178,507935,3058,0.0604,Sim,Sim,Baixa,organizar reserva de emergência,diversificar investimentos,independência financeira,Aumento de rentabilidade,"Revisar concentração bancária, benefícios usados e potencial de relacionamento.",Aumentar share de investimentos e estruturar carteira por objetivos.,Cartão atual pouco aderente ao padrão de uso e viagens.,Revisar cobertura,Possui adequado,Não possui,Não possui,Revisar tributação e portabilidade,Estrutura básica,38582,Educação e família,5,Alta,Alta,Média,sofisticação e lifestyle,Visa Infinite,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Baixo,Ativar benefícios digitais,Cartão adicional,Crédito com garantia,Conta internacional,Vencimento de aplicação,Simular aderência entre cartões Principal,WhatsApp oficial,Fim de tarde,Alta,Baixo,Prefere manter investimentos pulverizados,"Trabalhar visão de relacionamento completo, não apenas produto isolado.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: nova empresa com fluxo forte.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Sofisticado internacional,Objetivo e orientado a conveniência,0.1559,0.2937,0.3403,0.6332,530803,Simulado: consentimento ativo,484108,Baixa,91,Alta propensão simulada,7,4,Simulado: consolidado entre canais,2026-03-28,Nascimento de filho,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-004,2026-06-18,Cliente Flora Campos,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Nutrição consultiva,Quente,89.7,91,60-69,Preservação patrimonial,Divorciado(a),0,Brasília/DF,Empresário(a) em crescimento,Serviços profissionais,Grupo familiar,Bônus e remuneração variável,Sazonal com bom histórico,18585,28781,567585,11646,17135,0.5954,51274,4.4,2352358,1587098,464238,0.2925,1700503,recebimento de herança em organização,Conservador,Alta,Longo prazo,Média,25,17,11,11,13,1812156,426325,5522,0.1919,Sim,Sim,Baixa,organizar reserva de emergência,estruturar previdência privada,proteção familiar,Sucessão patrimonial,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Reserva de emergência insuficiente para o padrão de renda.,Possui adequado,Possui básico,Possui básico,Possui básico,Revisar tributação e portabilidade,Estrutura básica,37715,Compras internacionais,2,Média,Alta,Baixa,sofisticação e lifestyle,Elo Nanquim,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Baixo,Concentrar gastos para pontos,Seguro residencial,Soluções PJ,Cartão adicional,Campanha de benefícios,Conduzir diagnóstico consultivo com roteiro Ada,App Bradesco,Horário comercial,Alta,Alto por relacionamento pulverizado,Não usa todos os benefícios atuais,"Conectar cartão, investimentos e isenção potencial dentro da jornada consultiva.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em sucessão patrimonial. Gatilho comercial: recebimento de herança em organização.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Sofisticado internacional,Objetivo e orientado a conveniência,0.2606,0.0836,0.3547,0.2925,1122860,Simulado: não consentiu,0,Alta,85,Alta propensão simulada,3,3,Simulado: consolidado entre canais,2026-04-28,Venda de participação societária,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-005,2026-06-18,Cliente Kaique Barros,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Qualificação,Quente,87.6,93,50-59,Planejamento sucessório inicial,Solteiro(a),3,Uberlândia/MG,Executivo(a) comercial,Varejo,Profissional liberal,Aluguéis e dividendos,Variável com tendência positiva,31439,50059,194750,19082,30977,0.6188,191817,10.1,639201,520134,290698,0.5589,1559526,crescimento recente de renda,Conservador,Alta,Longo prazo,Baixa,26,23,2,7,9,548952,34670,12153,0.2428,Sim,Avaliar para oportunidade patrimonial,Alta,reforma residencial,preparar sucessão empresarial,aposentadoria planejada,Internacionalização,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Consolidar planejamento financeiro familiar com revisão semestral.,Pouca clareza sobre custo-benefício dos cartões premium.,Possui básico,Não possui,Não possui,Possui básico,Revisar tributação e portabilidade,Estrutura básica,26367,Viagens e turismo,6,Alta,Alta,Alta,experiências premium,Prime Visa Infinite,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Baixo,Avaliar isenção por relacionamento,Crédito com garantia,Câmbio,Consórcio,Campanha de benefícios,Simular aderência entre cartões Principal,App Bradesco,Horário comercial,Alta,Baixo,Quer confirmar regras antes de contratar,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em internacionalização. Gatilho comercial: crescimento recente de renda.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Otimizador de benefícios,Precisa de prova social e comparação,0.2612,0.2178,0.0824,0.5589,229436,Simulado: consentimento pendente,0,Baixa,82,Alta propensão simulada,8,1,Simulado: consolidado entre canais,2026-04-21,Herança em organização,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-006,2026-06-18,Cliente Helena Teixeira,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Oferta consultiva,Quente,90.9,95,30-39,Família em expansão,Divorciado(a),2,Rio de Janeiro/RJ,Corretor(a) de imóveis alto padrão,Agronegócio,Executivo sênior,Pró-labore e dividendos,Alta,62466,84653,837778,57655,26998,0.3189,594171,10.3,2198793,1303135,320899,0.2463,538220,entrada de dividendos empresariais,Arrojado,Baixa,Longo prazo,Média,49,6,6,21,24,1287337,449534,9906,0.117,Talvez em 12 meses,Sim,Média,organizar reserva de emergência,planejar educação dos filhos,renda passiva recorrente,Concentração de relacionamento,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Consolidar planejamento financeiro familiar com revisão semestral.,Alto potencial de investimentos fora do relacionamento atual.,Não possui,Possui adequado,Não possui,Possui básico,Possui previdência básica,Estrutura básica,8266,Saúde e bem-estar,0,Baixa,Baixa,Média,pontos e milhas,Prime Visa Infinite,Migrar para análise Principal: Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Baixo,Revisar seguros vinculados ao cartão,Seguro de vida,Fundos premium,Previdência privada,Renovação de cartão,Agendar conversa com especialista/gerente,App Bradesco,Fim de tarde,Alta,Baixo,Ainda não percebe valor no segmento Principal,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em concentração de relacionamento. Gatilho comercial: entrada de dividendos empresariais.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Otimizador de benefícios,Analítico e detalhista,0.1178,0.2361,0.1134,0.2463,982236,Simulado: consentimento ativo,543267,Alta,79,Média propensão simulada,2,1,Simulado: consolidado entre canais,2026-04-05,Renovação de cartão premium,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-007,2026-06-18,Cliente Nara Macedo,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Qualificação,Quente,90.8,95,30-39,Acumulação patrimonial,Solteiro(a),3,Ribeirão Preto/SP,Engenheiro(a) consultor(a),Varejo,Carreira pública premium,Renda rural,Variável com tendência positiva,28703,46435,99393,32347,14088,0.3034,350297,10.8,879976,379835,161536,0.4253,619640,venda de participação societária,Conservador,Alta,Longo prazo,Baixa,70,16,15,16,6,602519,102603,11869,0.2556,Não,Sim,Alta,contratar proteção patrimonial básica,estruturar previdência privada,internacionalização de patrimônio,Sucessão patrimonial,"Revisar concentração bancária, benefícios usados e potencial de relacionamento.",Consolidar planejamento financeiro familiar com revisão semestral.,Pouca clareza sobre custo-benefício dos cartões premium.,Revisar cobertura,Possui básico,Revisar cobertura,Revisar cobertura,Possui previdência robusta,Revisão recomendada,34509,Compras internacionais,3,Média,Alta,Alta,praticidade no uso diário,Visa Infinite,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Baixo,Explorar salas VIP e viagens,Investimentos,Crédito com garantia,Câmbio,Aporte previsto,Simular aderência entre cartões Principal,App Bradesco,Fim de tarde,Média,Alto por relacionamento pulverizado,Quer confirmar regras antes de contratar,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em sucessão patrimonial. Gatilho comercial: venda de participação societária.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Sofisticado internacional,Precisa de prova social e comparação,0.0876,0.3858,0.2304,0.4253,218299,Simulado: consentimento pendente,0,Alta,96,Alta propensão simulada,2,5,Simulado: consolidado entre canais,2026-04-23,Expansão da empresa familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-008,2026-06-18,Cliente Dante Lima,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Pré-migração,Quente,90.0,88,60-69,Preservação patrimonial,Viúvo(a),4,Balneário Camboriú/SC,Gerente sênior,Varejo,Grupo familiar,Pró-labore e dividendos,Média,27291,46703,450502,18916,27787,0.595,37137,2.0,1918569,1402321,675008,0.4814,964659,aumento de faturamento PJ nos últimos meses,Conservador,Alta,Multihorizonte por objetivos,Baixa,73,22,17,10,25,673688,304250,5219,0.1117,Não,Avaliar para oportunidade patrimonial,Não aplicável,troca de veículo,estruturar previdência privada,proteção familiar,Proteção familiar,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Pouca clareza sobre custo-benefício dos cartões premium.,Não possui,Possui adequado,Possui básico,Possui adequado,Não possui,Estrutura básica,39683,Assinaturas e serviços digitais,4,Média,Alta,Alta,praticidade no uso diário,The Platinum Card®,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Avaliar isenção por relacionamento,Seguro auto,Seguro residencial,Crédito com garantia,Aporte previsto,Agendar conversa com especialista/gerente,Agência,Fim de tarde,Alta,Alto por relacionamento pulverizado,Prefere manter investimentos pulverizados,"Trabalhar visão de relacionamento completo, não apenas produto isolado.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em proteção familiar. Gatilho comercial: aumento de faturamento PJ nos últimos meses.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Investidor de impacto,Valoriza status e experiência,0.2685,0.2004,0.0593,0.4814,727313,Simulado: não consentiu,0,Alta,88,Alta propensão simulada,5,2,Simulado: consolidado entre canais,2026-05-01,Revisão sucessória familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-009,2026-06-18,Cliente Yasmin Ferreira,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Oferta consultiva,Quente,84.1,85,40-49,Acumulação patrimonial,Solteiro(a),1,Goiânia/GO,Engenheiro(a) consultor(a),Varejo,Grupo familiar,Receita empresarial,Alta,48833,76034,807348,31790,44244,0.5819,52883,1.7,2860153,2392555,718357,0.3002,1697836,entrada de dividendos empresariais,Arrojado,Média,Médio prazo,Alta,44,23,13,8,13,844780,489487,14151,0.1861,Não,Avaliar para oportunidade patrimonial,Alta,reduzir custo financeiro,organizar despesas familiares,legado e organização patrimonial,Internacionalização,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.",Aumentar share de investimentos e estruturar carteira por objetivos.,Proteção familiar e sucessória ainda incompleta.,Não possui,Possui básico,Possui básico,Revisar cobertura,Não possui,Estrutura básica,16173,Restaurantes e experiências,8,Alta,Média,Alta,sofisticação e lifestyle,Sem concentração no cartão principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Ativar benefícios digitais,Câmbio,Fundos premium,Consórcio,Viagem próxima,Simular aderência entre cartões Principal,Videochamada,Sábado pela manhã,Alta,Médio,Prefere manter investimentos pulverizados,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em internacionalização. Gatilho comercial: entrada de dividendos empresariais.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Investidor de impacto,Orientado a relacionamento humano,0.2824,0.1851,0.1919,0.3002,1674198,Simulado: consentimento ativo,1008382,Alta,75,Média propensão simulada,8,3,Simulado: consolidado entre canais,2026-05-26,Promoção para cargo executivo,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRM-010,2026-06-18,Cliente Pietra Esteves,Cliente Prime mock com potencial de migração,Prime,Principal em curto prazo,Oportunidade 3 meses,Oferta consultiva,Quente,89.8,90,70+,Preservação patrimonial,União estável,4,Goiânia/GO,Diretor(a) recém-promovido(a),Tecnologia,Grupo familiar,Salário executivo,Variável com tendência positiva,71060,121972,677028,54588,67384,0.5525,346480,6.3,2974821,1574887,731677,0.4646,263769,aporte previsto por venda de imóvel,Arrojado,Média,Curto prazo,Alta,64,9,7,2,18,1317540,648125,27103,0.2222,Talvez em 12 meses,Avaliar para oportunidade patrimonial,Média,concentrar gastos no cartão mais adequado,estruturar previdência privada,internacionalização de patrimônio,Sucessão patrimonial,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.","Concentrar relacionamento, cartões e investimentos para maximizar benefícios.",Baixa diversificação internacional.,Possui básico,Revisar cobertura,Não possui,Possui básico,Possui previdência básica,Revisão recomendada,18432,Despesas empresariais,7,Alta,Alta,Baixa,praticidade no uso diário,Sem concentração no cartão principal,Migrar para análise Principal: Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Concentrar gastos para pontos,Previdência privada,Seguro auto,Investimentos,Campanha de benefícios,Mapear investimentos e potencial de relacionamento,Videochamada,Manhã,Média,Baixo,Já possui cartão premium em outro banco,"Trabalhar visão de relacionamento completo, não apenas produto isolado.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em sucessão patrimonial. Gatilho comercial: aporte previsto por venda de imóvel.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Acumulador patrimonial,Orientado a relacionamento humano,0.09,0.1384,0.0591,0.4646,843210,Simulado: consentimento ativo,571747,Média,90,Alta propensão simulada,7,5,Simulado: consolidado entre canais,2026-06-14,Separação patrimonial,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
